drop = 0.6
model = GraphSAGE(772, 196, 64, drop, num_classes) #
# model.load_state_dict(torch.load('weights/graphSAGE_best40.pth',
#                                  map_location=torch.device('cpu')))
best_model, best_acc = train_n_valid(train_data, val_data, model, 1500, lr=0.001, path_save='weights/graphSAGE_best40.pth')

Epoch 1   : loss: 3.5656, best 0.0659, train_acc: 0.0525, val_acc: 0.0659
Epoch 2   : loss: 3.0507, best 0.0659, train_acc: 0.0816, val_acc: 0.0600
Epoch 3   : loss: 3.6384, best 0.0759, train_acc: 0.0800, val_acc: 0.0759
Epoch 4   : loss: 3.1876, best 0.0811, train_acc: 0.0953, val_acc: 0.0811
Epoch 5   : loss: 3.1831, best 0.0933, train_acc: 0.1143, val_acc: 0.0933
Epoch 6   : loss: 3.5295, best 0.0933, train_acc: 0.1339, val_acc: 0.0796
Epoch 7   : loss: 2.9480, best 0.1034, train_acc: 0.1160, val_acc: 0.1034
Epoch 8   : loss: 2.0963, best 0.1170, train_acc: 0.1474, val_acc: 0.1170
Epoch 9   : loss: 2.7855, best 0.1222, train_acc: 0.1656, val_acc: 0.1222
Epoch 10  : loss: 2.8229, best 0.1299, train_acc: 0.1706, val_acc: 0.1299
Epoch 11  : loss: 3.3830, best 0.1610, train_acc: 0.1814, val_acc: 0.1610
Epoch 12  : loss: 2.7918, best 0.1610, train_acc: 0.2014, val_acc: 0.1580
Epoch 13  : loss: 1.3388, best 0.2298, train_acc: 0.2336, val_acc: 0.2298
Epoch 14  : loss: 2.3155, best 0.2325, train_acc: 0.2252, val_acc: 0.2325
Epoch 15  : loss: 0.9044, best 0.2343, train_acc: 0.2401, val_acc: 0.2343
Epoch 16  : loss: 2.1593, best 0.2605, train_acc: 0.2468, val_acc: 0.2605
Epoch 17  : loss: 2.3604, best 0.2605, train_acc: 0.2629, val_acc: 0.2570
Epoch 18  : loss: 2.1831, best 0.2605, train_acc: 0.2682, val_acc: 0.2083
Epoch 19  : loss: 1.3099, best 0.2693, train_acc: 0.2787, val_acc: 0.2693
Epoch 20  : loss: 1.9808, best 0.2693, train_acc: 0.2783, val_acc: 0.2684
Epoch 21  : loss: 0.6371, best 0.2776, train_acc: 0.3042, val_acc: 0.2776
Epoch 22  : loss: 2.3369, best 0.2821, train_acc: 0.2841, val_acc: 0.2821
Epoch 23  : loss: 0.6925, best 0.2929, train_acc: 0.3029, val_acc: 0.2929
Epoch 24  : loss: 1.6573, best 0.2929, train_acc: 0.3134, val_acc: 0.2886
Epoch 25  : loss: 0.4825, best 0.2929, train_acc: 0.3072, val_acc: 0.2255
Epoch 26  : loss: 0.1922, best 0.2929, train_acc: 0.3041, val_acc: 0.2835
Epoch 27  : loss: 0.7399, best 0.2929, train_acc: 0.3205, val_acc: 0.2747
Epoch 28  : loss: 1.4605, best 0.3057, train_acc: 0.3240, val_acc: 0.3057
Epoch 29  : loss: 1.0759, best 0.3057, train_acc: 0.3327, val_acc: 0.2912
Epoch 30  : loss: 1.7066, best 0.3080, train_acc: 0.3294, val_acc: 0.3080
Epoch 31  : loss: 1.8871, best 0.3080, train_acc: 0.3396, val_acc: 0.2856
Epoch 32  : loss: 3.1783, best 0.3080, train_acc: 0.3376, val_acc: 0.2478
Epoch 33  : loss: 1.3721, best 0.3080, train_acc: 0.3440, val_acc: 0.3016
Epoch 34  : loss: 1.5471, best 0.3222, train_acc: 0.3501, val_acc: 0.3222
Epoch 35  : loss: 1.8772, best 0.3326, train_acc: 0.3629, val_acc: 0.3326
Epoch 36  : loss: 2.6891, best 0.3326, train_acc: 0.3590, val_acc: 0.3242
Epoch 37  : loss: 0.7074, best 0.3326, train_acc: 0.3595, val_acc: 0.3151
Epoch 38  : loss: 1.5369, best 0.3326, train_acc: 0.3488, val_acc: 0.2959
Epoch 39  : loss: 0.1318, best 0.3326, train_acc: 0.3580, val_acc: 0.3043
Epoch 40  : loss: 1.6106, best 0.3340, train_acc: 0.3697, val_acc: 0.3340
Epoch 41  : loss: 2.7359, best 0.3340, train_acc: 0.3716, val_acc: 0.3185
Epoch 42  : loss: 0.1679, best 0.3340, train_acc: 0.3786, val_acc: 0.3198
Epoch 43  : loss: 1.2226, best 0.3340, train_acc: 0.3743, val_acc: 0.2919
Epoch 44  : loss: 1.5861, best 0.3340, train_acc: 0.3706, val_acc: 0.3310
Epoch 45  : loss: 1.6474, best 0.3340, train_acc: 0.3699, val_acc: 0.3249
Epoch 46  : loss: 2.6176, best 0.3340, train_acc: 0.3640, val_acc: 0.3086
Epoch 47  : loss: 0.5717, best 0.3369, train_acc: 0.3842, val_acc: 0.3369
Epoch 48  : loss: 1.7487, best 0.3369, train_acc: 0.3849, val_acc: 0.3112
Epoch 49  : loss: 0.6336, best 0.3463, train_acc: 0.3819, val_acc: 0.3463
Epoch 50  : loss: 1.2626, best 0.3463, train_acc: 0.3957, val_acc: 0.3438
Epoch 51  : loss: 1.8071, best 0.3467, train_acc: 0.3872, val_acc: 0.3467
Epoch 52  : loss: 0.7281, best 0.3467, train_acc: 0.4033, val_acc: 0.3439
Epoch 53  : loss: 1.3707, best 0.3467, train_acc: 0.3917, val_acc: 0.3382
Epoch 54  : loss: 0.0809, best 0.3467, train_acc: 0.3975, val_acc: 0.3244
Epoch 55  : loss: 1.1899, best 0.3467, train_acc: 0.3951, val_acc: 0.3376
Epoch 56  : loss: 1.0522, best 0.3467, train_acc: 0.3975, val_acc: 0.3277
Epoch 57  : loss: 1.4703, best 0.3467, train_acc: 0.4024, val_acc: 0.3354
Epoch 58  : loss: 1.2621, best 0.3579, train_acc: 0.4186, val_acc: 0.3579
Epoch 59  : loss: 0.3211, best 0.3621, train_acc: 0.4071, val_acc: 0.3621
Epoch 60  : loss: 1.5843, best 0.3621, train_acc: 0.3908, val_acc: 0.3487
Epoch 61  : loss: 1.2777, best 0.3621, train_acc: 0.4066, val_acc: 0.3372
Epoch 62  : loss: 2.1013, best 0.3621, train_acc: 0.4245, val_acc: 0.3438
Epoch 63  : loss: 0.1802, best 0.3676, train_acc: 0.4124, val_acc: 0.3676
Epoch 64  : loss: 1.5939, best 0.3676, train_acc: 0.4218, val_acc: 0.3455
Epoch 65  : loss: 1.7479, best 0.3676, train_acc: 0.4123, val_acc: 0.3418
Epoch 66  : loss: 0.3443, best 0.3676, train_acc: 0.4186, val_acc: 0.3603
Epoch 67  : loss: 0.5247, best 0.3676, train_acc: 0.4180, val_acc: 0.3534
Epoch 68  : loss: 0.3194, best 0.3676, train_acc: 0.4206, val_acc: 0.3497
Epoch 69  : loss: 0.9606, best 0.3676, train_acc: 0.4234, val_acc: 0.3561
Epoch 70  : loss: 2.4688, best 0.3676, train_acc: 0.4279, val_acc: 0.3560
Epoch 71  : loss: 0.4437, best 0.3676, train_acc: 0.4155, val_acc: 0.3546
Epoch 72  : loss: 0.6604, best 0.3676, train_acc: 0.4215, val_acc: 0.3282
Epoch 73  : loss: 0.3715, best 0.3676, train_acc: 0.4330, val_acc: 0.3539
Epoch 74  : loss: 0.4196, best 0.3676, train_acc: 0.4404, val_acc: 0.3605
Epoch 75  : loss: 1.2255, best 0.3808, train_acc: 0.4413, val_acc: 0.3808
Epoch 76  : loss: 2.2724, best 0.3808, train_acc: 0.4418, val_acc: 0.3432
Epoch 77  : loss: 1.2027, best 0.3808, train_acc: 0.4261, val_acc: 0.3410
Epoch 78  : loss: 0.4070, best 0.3808, train_acc: 0.4381, val_acc: 0.3480
Epoch 79  : loss: 0.0524, best 0.3808, train_acc: 0.4345, val_acc: 0.3404
Epoch 80  : loss: 0.8749, best 0.3808, train_acc: 0.4477, val_acc: 0.3694
Epoch 81  : loss: 0.9940, best 0.3808, train_acc: 0.4526, val_acc: 0.3633
Epoch 82  : loss: 0.0465, best 0.3808, train_acc: 0.4556, val_acc: 0.3576
Epoch 83  : loss: 0.3454, best 0.3808, train_acc: 0.4525, val_acc: 0.3294
Epoch 84  : loss: 1.1467, best 0.3968, train_acc: 0.4524, val_acc: 0.3968
Epoch 85  : loss: 1.5508, best 0.3968, train_acc: 0.4577, val_acc: 0.3908
Epoch 86  : loss: 2.7404, best 0.3968, train_acc: 0.4574, val_acc: 0.3622
Epoch 87  : loss: 0.6654, best 0.3968, train_acc: 0.4644, val_acc: 0.3756
