drop = 0.004
model = GraphSAGE(772, 196, 64, drop, num_classes) #
# model.load_state_dict(torch.load('weights/graphSAGE_best40.pth',
#                                  map_location=torch.device('cpu')))
best_model, best_acc = train_n_valid(train_data, val_data, model, 1500, lr=0.001, path_save='weights/graphSAGE_best40.pth')

Epoch 1   : loss: 3.0745, best 0.0659, train_acc: 0.0575, val_acc: 0.0659
Epoch 2   : loss: 3.3704, best 0.0785, train_acc: 0.0692, val_acc: 0.0785
Epoch 3   : loss: 2.8546, best 0.0785, train_acc: 0.1105, val_acc: 0.0651
Epoch 4   : loss: 3.0814, best 0.0788, train_acc: 0.1067, val_acc: 0.0788
Epoch 5   : loss: 2.2668, best 0.0788, train_acc: 0.1058, val_acc: 0.0761
Epoch 6   : loss: 1.2106, best 0.1248, train_acc: 0.1508, val_acc: 0.1248
Epoch 7   : loss: 1.9454, best 0.1577, train_acc: 0.1426, val_acc: 0.1577
Epoch 8   : loss: 3.3515, best 0.1577, train_acc: 0.2047, val_acc: 0.1519
Epoch 9   : loss: 2.3099, best 0.1827, train_acc: 0.2010, val_acc: 0.1827
Epoch 10  : loss: 3.4633, best 0.1827, train_acc: 0.1920, val_acc: 0.1393
Epoch 11  : loss: 2.3218, best 0.2146, train_acc: 0.2713, val_acc: 0.2146
Epoch 12  : loss: 1.9423, best 0.2146, train_acc: 0.2589, val_acc: 0.1599
Epoch 13  : loss: 1.8719, best 0.2146, train_acc: 0.2949, val_acc: 0.1796
Epoch 14  : loss: 3.2553, best 0.2146, train_acc: 0.2849, val_acc: 0.1998
Epoch 15  : loss: 2.3125, best 0.2843, train_acc: 0.2860, val_acc: 0.2843
Epoch 16  : loss: 0.5401, best 0.2843, train_acc: 0.3310, val_acc: 0.2534
Epoch 17  : loss: 1.7962, best 0.2843, train_acc: 0.3331, val_acc: 0.1789
Epoch 18  : loss: 1.6825, best 0.2843, train_acc: 0.3283, val_acc: 0.2583
Epoch 19  : loss: 2.7634, best 0.2989, train_acc: 0.3386, val_acc: 0.2989
Epoch 20  : loss: 0.4071, best 0.2989, train_acc: 0.3534, val_acc: 0.2509
Epoch 21  : loss: 1.6055, best 0.2989, train_acc: 0.3672, val_acc: 0.2334
Epoch 22  : loss: 2.9595, best 0.3074, train_acc: 0.3772, val_acc: 0.3074
Epoch 23  : loss: 1.4228, best 0.3074, train_acc: 0.3809, val_acc: 0.2866
Epoch 24  : loss: 1.3989, best 0.3074, train_acc: 0.3956, val_acc: 0.2735
Epoch 25  : loss: 1.3327, best 0.3074, train_acc: 0.3682, val_acc: 0.2446
Epoch 26  : loss: 0.5160, best 0.3321, train_acc: 0.4161, val_acc: 0.3321
Epoch 27  : loss: 1.5752, best 0.3321, train_acc: 0.4218, val_acc: 0.3029
Epoch 28  : loss: 2.3825, best 0.3321, train_acc: 0.4082, val_acc: 0.2808
Epoch 29  : loss: 1.6944, best 0.3421, train_acc: 0.4275, val_acc: 0.3421
Epoch 30  : loss: 1.7311, best 0.3421, train_acc: 0.4217, val_acc: 0.3131
Epoch 31  : loss: 3.0188, best 0.3421, train_acc: 0.4382, val_acc: 0.2763
Epoch 32  : loss: 0.4167, best 0.3421, train_acc: 0.4435, val_acc: 0.3272
Epoch 33  : loss: 1.1816, best 0.3421, train_acc: 0.4603, val_acc: 0.3273
Epoch 34  : loss: 0.9917, best 0.3421, train_acc: 0.4593, val_acc: 0.2862
Epoch 35  : loss: 1.0479, best 0.3421, train_acc: 0.4614, val_acc: 0.3198
Epoch 36  : loss: 0.3154, best 0.3421, train_acc: 0.4721, val_acc: 0.3183
Epoch 37  : loss: 1.1643, best 0.3421, train_acc: 0.4808, val_acc: 0.3181
Epoch 38  : loss: 0.3403, best 0.3421, train_acc: 0.4837, val_acc: 0.2389
Epoch 39  : loss: 1.2869, best 0.3421, train_acc: 0.4787, val_acc: 0.3387
Epoch 40  : loss: 0.7495, best 0.3421, train_acc: 0.4889, val_acc: 0.3371
Epoch 41  : loss: 0.9789, best 0.3421, train_acc: 0.4964, val_acc: 0.3019
Epoch 42  : loss: 0.9660, best 0.3421, train_acc: 0.5147, val_acc: 0.3292
Epoch 43  : loss: 0.8329, best 0.3421, train_acc: 0.5222, val_acc: 0.3224
Epoch 44  : loss: 1.1662, best 0.3421, train_acc: 0.5111, val_acc: 0.3220
Epoch 45  : loss: 0.5633, best 0.3421, train_acc: 0.5178, val_acc: 0.3255
Epoch 46  : loss: 1.1391, best 0.3421, train_acc: 0.5073, val_acc: 0.2823
Epoch 47  : loss: 0.7152, best 0.3590, train_acc: 0.4998, val_acc: 0.3590
Epoch 48  : loss: 0.1333, best 0.3660, train_acc: 0.5476, val_acc: 0.3660
Epoch 49  : loss: 1.0805, best 0.3660, train_acc: 0.5340, val_acc: 0.3447
Epoch 50  : loss: 0.9422, best 0.3660, train_acc: 0.5300, val_acc: 0.3221
Epoch 51  : loss: 0.4437, best 0.3660, train_acc: 0.5460, val_acc: 0.3602
Epoch 52  : loss: 0.6685, best 0.3660, train_acc: 0.5385, val_acc: 0.3179
Epoch 53  : loss: 0.0978, best 0.3660, train_acc: 0.5525, val_acc: 0.3200
Epoch 54  : loss: 0.7717, best 0.3660, train_acc: 0.5589, val_acc: 0.3042
Epoch 55  : loss: 1.7750, best 0.3660, train_acc: 0.5782, val_acc: 0.3464
Epoch 56  : loss: 1.5754, best 0.3660, train_acc: 0.5582, val_acc: 0.3601
Epoch 57  : loss: 0.0719, best 0.3660, train_acc: 0.5653, val_acc: 0.3562
Epoch 58  : loss: 1.0878, best 0.3660, train_acc: 0.5834, val_acc: 0.3231
Epoch 59  : loss: 0.5960, best 0.3660, train_acc: 0.5604, val_acc: 0.3563
Epoch 60  : loss: 0.7481, best 0.3660, train_acc: 0.5809, val_acc: 0.3624
Epoch 61  : loss: 0.6019, best 0.3660, train_acc: 0.5909, val_acc: 0.3394
Epoch 62  : loss: 0.1312, best 0.3660, train_acc: 0.5868, val_acc: 0.3656
Epoch 63  : loss: 1.9254, best 0.3660, train_acc: 0.5778, val_acc: 0.3617
Epoch 64  : loss: 0.0267, best 0.3660, train_acc: 0.5901, val_acc: 0.3389
Epoch 65  : loss: 1.2810, best 0.3660, train_acc: 0.6158, val_acc: 0.3626
Epoch 66  : loss: 0.1298, best 0.3660, train_acc: 0.5980, val_acc: 0.2798
Epoch 67  : loss: 0.0450, best 0.3712, train_acc: 0.6013, val_acc: 0.3712
Epoch 68  : loss: 0.1248, best 0.3712, train_acc: 0.5972, val_acc: 0.3308
Epoch 69  : loss: 0.0583, best 0.3712, train_acc: 0.6242, val_acc: 0.3423
Epoch 70  : loss: 0.7917, best 0.3712, train_acc: 0.6157, val_acc: 0.3574
Epoch 71  : loss: 1.5269, best 0.3758, train_acc: 0.6146, val_acc: 0.3758
Epoch 72  : loss: 0.0753, best 0.3758, train_acc: 0.6242, val_acc: 0.2614
Epoch 73  : loss: 0.0773, best 0.3758, train_acc: 0.5874, val_acc: 0.3479
Epoch 74  : loss: 1.8677, best 0.3758, train_acc: 0.6310, val_acc: 0.3608
Epoch 75  : loss: 0.7323, best 0.3758, train_acc: 0.6281, val_acc: 0.3746
Epoch 76  : loss: 0.7530, best 0.3802, train_acc: 0.6363, val_acc: 0.3802
Epoch 77  : loss: 0.4810, best 0.3802, train_acc: 0.6209, val_acc: 0.3254
Epoch 78  : loss: 0.3829, best 0.3802, train_acc: 0.6387, val_acc: 0.3315
Epoch 79  : loss: 0.8636, best 0.3802, train_acc: 0.6219, val_acc: 0.3661
Epoch 80  : loss: 0.5988, best 0.3900, train_acc: 0.5877, val_acc: 0.3900
Epoch 81  : loss: 0.1323, best 0.3900, train_acc: 0.6502, val_acc: 0.3395
Epoch 82  : loss: 0.4492, best 0.3900, train_acc: 0.6413, val_acc: 0.3377
Epoch 83  : loss: 1.0566, best 0.3900, train_acc: 0.6495, val_acc: 0.3338
Epoch 84  : loss: 0.2121, best 0.3900, train_acc: 0.6350, val_acc: 0.3497
Epoch 85  : loss: 0.8875, best 0.3900, train_acc: 0.6379, val_acc: 0.2810
Epoch 86  : loss: 0.4622, best 0.3900, train_acc: 0.6609, val_acc: 0.3446
Epoch 87  : loss: 0.6236, best 0.3900, train_acc: 0.6395, val_acc: 0.3821
Epoch 88  : loss: 0.4376, best 0.3900, train_acc: 0.6742, val_acc: 0.3571
Epoch 89  : loss: 0.0771, best 0.3900, train_acc: 0.6496, val_acc: 0.3667
Epoch 90  : loss: 0.4896, best 0.3900, train_acc: 0.6387, val_acc: 0.3583
Epoch 91  : loss: 0.0379, best 0.3900, train_acc: 0.6552, val_acc: 0.3739
Epoch 92  : loss: 0.3070, best 0.3900, train_acc: 0.6682, val_acc: 0.3861
Epoch 93  : loss: 0.2574, best 0.3900, train_acc: 0.6787, val_acc: 0.3345
Epoch 94  : loss: 0.4738, best 0.3900, train_acc: 0.6758, val_acc: 0.3706
Epoch 95  : loss: 0.7899, best 0.3900, train_acc: 0.6600, val_acc: 0.3523
Epoch 96  : loss: 0.5060, best 0.3900, train_acc: 0.6541, val_acc: 0.3754
Epoch 97  : loss: 0.6589, best 0.3900, train_acc: 0.6277, val_acc: 0.3252
Epoch 98  : loss: 0.1158, best 0.3900, train_acc: 0.6464, val_acc: 0.3813
Epoch 99  : loss: 0.4514, best 0.3900, train_acc: 0.6851, val_acc: 0.3349
Epoch 100 : loss: 0.5763, best 0.3900, train_acc: 0.6672, val_acc: 0.3626
Epoch 101 : loss: 0.0173, best 0.3900, train_acc: 0.6754, val_acc: 0.3146
Epoch 102 : loss: 0.0364, best 0.3900, train_acc: 0.6797, val_acc: 0.3770
Epoch 103 : loss: 0.4904, best 0.3900, train_acc: 0.6854, val_acc: 0.3376
Epoch 104 : loss: 0.6097, best 0.3900, train_acc: 0.6739, val_acc: 0.3372
Epoch 105 : loss: 0.0205, best 0.3900, train_acc: 0.6863, val_acc: 0.3512
Epoch 106 : loss: 0.8376, best 0.3917, train_acc: 0.7088, val_acc: 0.3917
Epoch 107 : loss: 0.2981, best 0.3917, train_acc: 0.6778, val_acc: 0.3803
Epoch 108 : loss: 0.3361, best 0.3917, train_acc: 0.6963, val_acc: 0.3548
Epoch 109 : loss: 0.3072, best 0.3917, train_acc: 0.6985, val_acc: 0.3456
Epoch 110 : loss: 0.3180, best 0.3917, train_acc: 0.7065, val_acc: 0.3459
Epoch 111 : loss: 0.0347, best 0.3917, train_acc: 0.7052, val_acc: 0.2796
Epoch 112 : loss: 0.3561, best 0.3917, train_acc: 0.7112, val_acc: 0.3269
Epoch 113 : loss: 0.5070, best 0.3917, train_acc: 0.6979, val_acc: 0.3419
Epoch 114 : loss: 0.6062, best 0.3917, train_acc: 0.6745, val_acc: 0.3850
Epoch 115 : loss: 0.2949, best 0.3917, train_acc: 0.7226, val_acc: 0.2970
Epoch 116 : loss: 0.5620, best 0.3917, train_acc: 0.6811, val_acc: 0.3628
Epoch 117 : loss: 0.0250, best 0.3917, train_acc: 0.6776, val_acc: 0.3704
Epoch 118 : loss: 0.0225, best 0.3917, train_acc: 0.7063, val_acc: 0.3390
Epoch 119 : loss: 0.0020, best 0.3917, train_acc: 0.7170, val_acc: 0.3577
Epoch 120 : loss: 0.3329, best 0.3917, train_acc: 0.7217, val_acc: 0.3652
Epoch 121 : loss: 0.0289, best 0.3917, train_acc: 0.6998, val_acc: 0.3905
Epoch 122 : loss: 0.0968, best 0.3917, train_acc: 0.7092, val_acc: 0.3292
Epoch 123 : loss: 0.3155, best 0.3917, train_acc: 0.7089, val_acc: 0.3758
Epoch 124 : loss: 0.9459, best 0.3917, train_acc: 0.7263, val_acc: 0.3181
