drop = 0.01 # best = 0.38
model = GraphSAGE(772, 196, 64, drop, num_classes) #
# model.load_state_dict(torch.load('weights/graphSAGE_best40.pth',
#                                  map_location=torch.device('cpu')))
best_model, best_acc = train_n_valid(train_data, val_data, model, 1500, lr=0.001, path_save='weights/graphSAGE_best40.pth')

Epoch 1   : loss: 2.5963, best 0.0659, train_acc: 0.0563, val_acc: 0.0659
Epoch 2   : loss: 2.7024, best 0.0713, train_acc: 0.0687, val_acc: 0.0713
Epoch 3   : loss: 2.4424, best 0.0713, train_acc: 0.0850, val_acc: 0.0570
Epoch 4   : loss: 2.2067, best 0.0713, train_acc: 0.0864, val_acc: 0.0641
Epoch 5   : loss: 3.7267, best 0.0713, train_acc: 0.1256, val_acc: 0.0612
Epoch 6   : loss: 2.8288, best 0.1644, train_acc: 0.1434, val_acc: 0.1644
Epoch 7   : loss: 2.3658, best 0.1644, train_acc: 0.1672, val_acc: 0.0961
Epoch 8   : loss: 2.7946, best 0.1646, train_acc: 0.1846, val_acc: 0.1646
Epoch 9   : loss: 2.8000, best 0.1646, train_acc: 0.1785, val_acc: 0.1644
Epoch 10  : loss: 1.2601, best 0.2190, train_acc: 0.2283, val_acc: 0.2190
Epoch 11  : loss: 1.9918, best 0.2190, train_acc: 0.2548, val_acc: 0.1749
Epoch 12  : loss: 2.2934, best 0.2371, train_acc: 0.2697, val_acc: 0.2371
Epoch 13  : loss: 2.3256, best 0.2371, train_acc: 0.2815, val_acc: 0.2266
Epoch 14  : loss: 2.3192, best 0.2442, train_acc: 0.2875, val_acc: 0.2442
Epoch 15  : loss: 2.1021, best 0.2442, train_acc: 0.3114, val_acc: 0.2336
Epoch 16  : loss: 1.5072, best 0.2644, train_acc: 0.3199, val_acc: 0.2644
Epoch 17  : loss: 2.8871, best 0.2759, train_acc: 0.3358, val_acc: 0.2759
Epoch 18  : loss: 2.0272, best 0.2799, train_acc: 0.3464, val_acc: 0.2799
Epoch 19  : loss: 2.2618, best 0.2799, train_acc: 0.3481, val_acc: 0.2371
Epoch 20  : loss: 1.9128, best 0.2799, train_acc: 0.3497, val_acc: 0.2223
Epoch 21  : loss: 0.3593, best 0.3019, train_acc: 0.3738, val_acc: 0.3019
Epoch 22  : loss: 1.6504, best 0.3019, train_acc: 0.3761, val_acc: 0.2219
Epoch 23  : loss: 1.9353, best 0.3019, train_acc: 0.3720, val_acc: 0.2857
Epoch 24  : loss: 0.0405, best 0.3019, train_acc: 0.3856, val_acc: 0.2595
Epoch 25  : loss: 1.4723, best 0.3019, train_acc: 0.3882, val_acc: 0.2495
Epoch 26  : loss: 1.4017, best 0.3033, train_acc: 0.4176, val_acc: 0.3033
Epoch 27  : loss: 0.4150, best 0.3033, train_acc: 0.4116, val_acc: 0.2743
Epoch 28  : loss: 0.3094, best 0.3033, train_acc: 0.4400, val_acc: 0.2962
Epoch 29  : loss: 0.3714, best 0.3112, train_acc: 0.4139, val_acc: 0.3112
Epoch 30  : loss: 1.4379, best 0.3112, train_acc: 0.4230, val_acc: 0.2537
Epoch 31  : loss: 1.2547, best 0.3112, train_acc: 0.4405, val_acc: 0.3068
Epoch 32  : loss: 0.2381, best 0.3342, train_acc: 0.4510, val_acc: 0.3342
Epoch 33  : loss: 2.5650, best 0.3342, train_acc: 0.4683, val_acc: 0.3145
Epoch 34  : loss: 1.1369, best 0.3342, train_acc: 0.4843, val_acc: 0.2729
Epoch 35  : loss: 0.9410, best 0.3342, train_acc: 0.4708, val_acc: 0.3117
Epoch 36  : loss: 1.1711, best 0.3342, train_acc: 0.4890, val_acc: 0.3127
Epoch 37  : loss: 2.0503, best 0.3342, train_acc: 0.4917, val_acc: 0.3165
Epoch 38  : loss: 0.1731, best 0.3342, train_acc: 0.4732, val_acc: 0.3286
Epoch 39  : loss: 1.1930, best 0.3342, train_acc: 0.4697, val_acc: 0.2888
Epoch 40  : loss: 2.7429, best 0.3342, train_acc: 0.5271, val_acc: 0.3034
Epoch 41  : loss: 0.9380, best 0.3342, train_acc: 0.5077, val_acc: 0.3133
Epoch 42  : loss: 0.1029, best 0.3342, train_acc: 0.5240, val_acc: 0.3046
Epoch 43  : loss: 1.1986, best 0.3585, train_acc: 0.5300, val_acc: 0.3585
Epoch 44  : loss: 1.0001, best 0.3585, train_acc: 0.5335, val_acc: 0.3177
Epoch 45  : loss: 0.1125, best 0.3585, train_acc: 0.5380, val_acc: 0.3016
Epoch 46  : loss: 0.0076, best 0.3585, train_acc: 0.5365, val_acc: 0.2495
Epoch 47  : loss: 0.1995, best 0.3585, train_acc: 0.5547, val_acc: 0.3503
Epoch 48  : loss: 0.9008, best 0.3585, train_acc: 0.5505, val_acc: 0.2744
