drop = 0.35
model = GraphSAGE(772, 196, 64, drop, num_classes) #
# model.load_state_dict(torch.load('weights/graphSAGE_best40.pth',
#                                  map_location=torch.device('cpu')))
best_model, best_acc = train_n_valid(train_data, val_data, model, 1500, lr=0.001, path_save='weights/graphSAGE_best40.pth')

Epoch 1   : loss: 3.2423, best 0.0904, train_acc: 0.0445, val_acc: 0.0904
Epoch 2   : loss: 2.2274, best 0.0904, train_acc: 0.0684, val_acc: 0.0770
Epoch 3   : loss: 3.5517, best 0.0904, train_acc: 0.0843, val_acc: 0.0501
Epoch 4   : loss: 3.2314, best 0.0935, train_acc: 0.1207, val_acc: 0.0935
Epoch 5   : loss: 3.1660, best 0.0935, train_acc: 0.1146, val_acc: 0.0815
Epoch 6   : loss: 1.9369, best 0.0935, train_acc: 0.1254, val_acc: 0.0847
Epoch 7   : loss: 2.5679, best 0.1042, train_acc: 0.1476, val_acc: 0.1042
Epoch 8   : loss: 1.6224, best 0.1450, train_acc: 0.1734, val_acc: 0.1450
Epoch 9   : loss: 2.7904, best 0.1450, train_acc: 0.1903, val_acc: 0.1283
Epoch 10  : loss: 2.5079, best 0.1532, train_acc: 0.2117, val_acc: 0.1532
Epoch 11  : loss: 2.2404, best 0.1734, train_acc: 0.2293, val_acc: 0.1734
Epoch 12  : loss: 2.3806, best 0.2416, train_acc: 0.2542, val_acc: 0.2416
Epoch 13  : loss: 0.8162, best 0.2416, train_acc: 0.2572, val_acc: 0.2358
Epoch 14  : loss: 2.2196, best 0.2416, train_acc: 0.2663, val_acc: 0.1978
Epoch 15  : loss: 2.1371, best 0.2416, train_acc: 0.2843, val_acc: 0.2136
Epoch 16  : loss: 2.7260, best 0.2416, train_acc: 0.3066, val_acc: 0.2098
Epoch 17  : loss: 0.8557, best 0.2591, train_acc: 0.3039, val_acc: 0.2591
Epoch 18  : loss: 2.9054, best 0.2591, train_acc: 0.2919, val_acc: 0.2204
Epoch 19  : loss: 1.6521, best 0.2591, train_acc: 0.3293, val_acc: 0.2191
Epoch 20  : loss: 1.8148, best 0.2673, train_acc: 0.3238, val_acc: 0.2673
Epoch 21  : loss: 1.8992, best 0.2673, train_acc: 0.3341, val_acc: 0.2502
Epoch 22  : loss: 1.5703, best 0.2673, train_acc: 0.3435, val_acc: 0.2343
Epoch 23  : loss: 1.1858, best 0.3136, train_acc: 0.3423, val_acc: 0.3136
Epoch 24  : loss: 0.4719, best 0.3136, train_acc: 0.3520, val_acc: 0.2581
Epoch 25  : loss: 1.4766, best 0.3203, train_acc: 0.3510, val_acc: 0.3203
Epoch 26  : loss: 1.4238, best 0.3203, train_acc: 0.3699, val_acc: 0.2992
Epoch 27  : loss: 1.3294, best 0.3203, train_acc: 0.3769, val_acc: 0.3032
Epoch 28  : loss: 1.2994, best 0.3203, train_acc: 0.3738, val_acc: 0.3011
Epoch 29  : loss: 1.8005, best 0.3213, train_acc: 0.3870, val_acc: 0.3213
Epoch 30  : loss: 0.3859, best 0.3213, train_acc: 0.3809, val_acc: 0.3158
Epoch 31  : loss: 1.6554, best 0.3317, train_acc: 0.3933, val_acc: 0.3317
Epoch 32  : loss: 0.0711, best 0.3317, train_acc: 0.3962, val_acc: 0.3308
Epoch 33  : loss: 1.6179, best 0.3335, train_acc: 0.4177, val_acc: 0.3335
Epoch 34  : loss: 0.0797, best 0.3335, train_acc: 0.4161, val_acc: 0.3103
Epoch 35  : loss: 1.0248, best 0.3335, train_acc: 0.4176, val_acc: 0.3024
Epoch 36  : loss: 0.0664, best 0.3335, train_acc: 0.4365, val_acc: 0.3149
Epoch 37  : loss: 1.0264, best 0.3335, train_acc: 0.4261, val_acc: 0.3249
Epoch 38  : loss: 1.5573, best 0.3437, train_acc: 0.4190, val_acc: 0.3437
Epoch 39  : loss: 1.1915, best 0.3437, train_acc: 0.4273, val_acc: 0.2941
