drop = 0.5
model = GraphSAGE(772, 196, 64, drop, num_classes) #
# model.load_state_dict(torch.load('weights/graphSAGE_best40.pth',
#                                  map_location=torch.device('cpu')))
best_model, best_acc = train_n_valid(train_data, val_data, model, 1500, lr=0.001, path_save='weights/graphSAGE_best40.pth')
Epoch 1   : loss: 3.6447, best 0.0659, train_acc: 0.0478, val_acc: 0.0659
Epoch 2   : loss: 1.7996, best 0.0665, train_acc: 0.0848, val_acc: 0.0665
Epoch 3   : loss: 3.3222, best 0.0796, train_acc: 0.1056, val_acc: 0.0796
Epoch 4   : loss: 2.6292, best 0.0840, train_acc: 0.1159, val_acc: 0.0840
Epoch 5   : loss: 2.7008, best 0.0840, train_acc: 0.1317, val_acc: 0.0815
Epoch 6   : loss: 2.2201, best 0.0875, train_acc: 0.1242, val_acc: 0.0875
Epoch 7   : loss: 1.8764, best 0.0887, train_acc: 0.1402, val_acc: 0.0887
Epoch 8   : loss: 3.4394, best 0.1186, train_acc: 0.1493, val_acc: 0.1186
Epoch 9   : loss: 2.9299, best 0.1186, train_acc: 0.1567, val_acc: 0.1130
Epoch 10  : loss: 2.9346, best 0.1852, train_acc: 0.1785, val_acc: 0.1852
Epoch 11  : loss: 2.2878, best 0.1852, train_acc: 0.1996, val_acc: 0.1352
Epoch 12  : loss: 0.4381, best 0.1852, train_acc: 0.2081, val_acc: 0.1657
Epoch 13  : loss: 2.1020, best 0.2114, train_acc: 0.2355, val_acc: 0.2114
Epoch 14  : loss: 1.1920, best 0.2114, train_acc: 0.2389, val_acc: 0.1899
Epoch 15  : loss: 1.0407, best 0.2114, train_acc: 0.2460, val_acc: 0.1535
Epoch 16  : loss: 0.1991, best 0.2114, train_acc: 0.2388, val_acc: 0.1617
Epoch 17  : loss: 1.0643, best 0.2114, train_acc: 0.2745, val_acc: 0.2077
Epoch 18  : loss: 2.2472, best 0.2448, train_acc: 0.2772, val_acc: 0.2448
Epoch 19  : loss: 1.7016, best 0.2448, train_acc: 0.2926, val_acc: 0.2201
Epoch 20  : loss: 2.1696, best 0.2707, train_acc: 0.3050, val_acc: 0.2707
Epoch 21  : loss: 0.6433, best 0.2707, train_acc: 0.2943, val_acc: 0.2228
Epoch 22  : loss: 1.9850, best 0.2917, train_acc: 0.3101, val_acc: 0.2917
Epoch 23  : loss: 2.5317, best 0.3042, train_acc: 0.3245, val_acc: 0.3042
Epoch 24  : loss: 1.5826, best 0.3042, train_acc: 0.3191, val_acc: 0.2212
Epoch 25  : loss: 1.8937, best 0.3042, train_acc: 0.3367, val_acc: 0.2799
Epoch 26  : loss: 1.7490, best 0.3042, train_acc: 0.3222, val_acc: 0.2812
Epoch 27  : loss: 0.2323, best 0.3042, train_acc: 0.3402, val_acc: 0.2866
Epoch 28  : loss: 0.6413, best 0.3042, train_acc: 0.3591, val_acc: 0.3009
Epoch 29  : loss: 2.8670, best 0.3106, train_acc: 0.3634, val_acc: 0.3106
Epoch 30  : loss: 1.3984, best 0.3106, train_acc: 0.3647, val_acc: 0.2874
Epoch 31  : loss: 1.3070, best 0.3214, train_acc: 0.3577, val_acc: 0.3214
Epoch 32  : loss: 1.3834, best 0.3214, train_acc: 0.3640, val_acc: 0.2898
Epoch 33  : loss: 0.5036, best 0.3214, train_acc: 0.3736, val_acc: 0.3099
Epoch 34  : loss: 0.6160, best 0.3214, train_acc: 0.3685, val_acc: 0.3178
Epoch 35  : loss: 1.2140, best 0.3214, train_acc: 0.3892, val_acc: 0.2934
Epoch 36  : loss: 0.5344, best 0.3277, train_acc: 0.3843, val_acc: 0.3277
Epoch 37  : loss: 2.5086, best 0.3277, train_acc: 0.3757, val_acc: 0.3012
Epoch 38  : loss: 1.1186, best 0.3277, train_acc: 0.3803, val_acc: 0.3027
Epoch 39  : loss: 1.3051, best 0.3277, train_acc: 0.3895, val_acc: 0.3232
Epoch 40  : loss: 1.3705, best 0.3404, train_acc: 0.3965, val_acc: 0.3404
Epoch 41  : loss: 0.4503, best 0.3404, train_acc: 0.3995, val_acc: 0.2989
Epoch 42  : loss: 1.0903, best 0.3404, train_acc: 0.3953, val_acc: 0.3016
Epoch 43  : loss: 1.0730, best 0.3404, train_acc: 0.4155, val_acc: 0.2853
Epoch 44  : loss: 1.3704, best 0.3404, train_acc: 0.4293, val_acc: 0.3160
Epoch 45  : loss: 0.3585, best 0.3404, train_acc: 0.4075, val_acc: 0.3164
Epoch 46  : loss: 2.1486, best 0.3467, train_acc: 0.4126, val_acc: 0.3467
Epoch 47  : loss: 1.0005, best 0.3506, train_acc: 0.4369, val_acc: 0.3506
Epoch 48  : loss: 2.1455, best 0.3506, train_acc: 0.4214, val_acc: 0.3125
Epoch 49  : loss: 0.4057, best 0.3538, train_acc: 0.4212, val_acc: 0.3538
Epoch 50  : loss: 1.1706, best 0.3538, train_acc: 0.4372, val_acc: 0.3353
Epoch 51  : loss: 0.1211, best 0.3538, train_acc: 0.4235, val_acc: 0.3280
Epoch 52  : loss: 1.1725, best 0.3538, train_acc: 0.4322, val_acc: 0.3380
Epoch 53  : loss: 0.9866, best 0.3538, train_acc: 0.4359, val_acc: 0.3074
Epoch 54  : loss: 1.3833, best 0.3538, train_acc: 0.4470, val_acc: 0.3507
Epoch 55  : loss: 0.0812, best 0.3703, train_acc: 0.4485, val_acc: 0.3703
Epoch 56  : loss: 0.6525, best 0.3703, train_acc: 0.4493, val_acc: 0.3353
Epoch 57  : loss: 1.1942, best 0.3703, train_acc: 0.4252, val_acc: 0.3660
Epoch 58  : loss: 1.0606, best 0.3703, train_acc: 0.4418, val_acc: 0.3469
Epoch 59  : loss: 1.4717, best 0.3740, train_acc: 0.4344, val_acc: 0.3740
Epoch 60  : loss: 0.3570, best 0.3746, train_acc: 0.4512, val_acc: 0.3746
Epoch 61  : loss: 2.6350, best 0.3746, train_acc: 0.4545, val_acc: 0.3642
Epoch 62  : loss: 0.3257, best 0.3746, train_acc: 0.4628, val_acc: 0.3405
Epoch 63  : loss: 0.8770, best 0.3746, train_acc: 0.4682, val_acc: 0.3623
Epoch 64  : loss: 1.0749, best 0.3746, train_acc: 0.4738, val_acc: 0.3608
Epoch 65  : loss: 0.8761, best 0.3746, train_acc: 0.4643, val_acc: 0.3472
Epoch 66  : loss: 0.1724, best 0.3746, train_acc: 0.4723, val_acc: 0.3614
Epoch 67  : loss: 1.5566, best 0.3949, train_acc: 0.4757, val_acc: 0.3949
Epoch 68  : loss: 1.8561, best 0.3949, train_acc: 0.4628, val_acc: 0.3853
Epoch 69  : loss: 0.9745, best 0.3949, train_acc: 0.4841, val_acc: 0.3571
Epoch 70  : loss: 0.2467, best 0.3949, train_acc: 0.4822, val_acc: 0.3582
Epoch 71  : loss: 0.7690, best 0.3949, train_acc: 0.4754, val_acc: 0.3916
Epoch 72  : loss: 0.9107, best 0.3949, train_acc: 0.4769, val_acc: 0.3819
Epoch 73  : loss: 0.9275, best 0.3949, train_acc: 0.4852, val_acc: 0.3736
Epoch 74  : loss: 1.1223, best 0.3949, train_acc: 0.4784, val_acc: 0.3717
Epoch 75  : loss: 0.8223, best 0.3949, train_acc: 0.4898, val_acc: 0.3813
Epoch 76  : loss: 0.7543, best 0.3949, train_acc: 0.4677, val_acc: 0.3841
Epoch 77  : loss: 0.9732, best 0.4029, train_acc: 0.4854, val_acc: 0.4029
Epoch 78  : loss: 1.7965, best 0.4029, train_acc: 0.4914, val_acc: 0.3566
Epoch 79  : loss: 0.0202, best 0.4029, train_acc: 0.5015, val_acc: 0.3526
Epoch 80  : loss: 0.3978, best 0.4029, train_acc: 0.4958, val_acc: 0.3243
Epoch 81  : loss: 0.8139, best 0.4029, train_acc: 0.4911, val_acc: 0.3805
Epoch 82  : loss: 0.2877, best 0.4029, train_acc: 0.5010, val_acc: 0.3864
Epoch 83  : loss: 0.4121, best 0.4029, train_acc: 0.5047, val_acc: 0.3416
Epoch 84  : loss: 1.0550, best 0.4029, train_acc: 0.4868, val_acc: 0.3521
Epoch 85  : loss: 1.0951, best 0.4029, train_acc: 0.4729, val_acc: 0.3386
Epoch 86  : loss: 0.3113, best 0.4029, train_acc: 0.5040, val_acc: 0.4015
