drop = 0.2 # 0.4347
model = GraphSAGE(772, 196, 64, drop, num_classes) #
# model.load_state_dict(torch.load('weights/graphSAGE_best40.pth',
#                                  map_location=torch.device('cpu')))
best_model, best_acc = train_n_valid(train_data, val_data, model, 1500, lr=0.001, path_save='weights/graphSAGE_best40.pth')

Epoch 1   : loss: 3.7354, best 0.0208, train_acc: 0.0249, val_acc: 0.0208
Epoch 2   : loss: 3.3270, best 0.0656, train_acc: 0.0744, val_acc: 0.0656
Epoch 3   : loss: 3.5497, best 0.0775, train_acc: 0.1042, val_acc: 0.0775
Epoch 4   : loss: 3.2164, best 0.0775, train_acc: 0.1095, val_acc: 0.0351
Epoch 5   : loss: 2.7181, best 0.0811, train_acc: 0.1279, val_acc: 0.0811
Epoch 6   : loss: 2.9526, best 0.1117, train_acc: 0.1380, val_acc: 0.1117
Epoch 7   : loss: 2.8378, best 0.1117, train_acc: 0.1346, val_acc: 0.0960
Epoch 8   : loss: 1.9670, best 0.1117, train_acc: 0.1529, val_acc: 0.1028
Epoch 9   : loss: 2.3480, best 0.1433, train_acc: 0.1845, val_acc: 0.1433
Epoch 10  : loss: 2.2660, best 0.1556, train_acc: 0.2215, val_acc: 0.1556
Epoch 11  : loss: 2.6274, best 0.1710, train_acc: 0.2401, val_acc: 0.1710
Epoch 12  : loss: 2.1898, best 0.1837, train_acc: 0.2542, val_acc: 0.1837
Epoch 13  : loss: 2.2819, best 0.1881, train_acc: 0.2705, val_acc: 0.1881
Epoch 14  : loss: 2.3928, best 0.1908, train_acc: 0.2857, val_acc: 0.1908
Epoch 15  : loss: 2.0240, best 0.2209, train_acc: 0.3011, val_acc: 0.2209
Epoch 16  : loss: 1.1454, best 0.2233, train_acc: 0.3072, val_acc: 0.2233
Epoch 17  : loss: 2.1587, best 0.2233, train_acc: 0.3217, val_acc: 0.2208
Epoch 18  : loss: 1.9127, best 0.2723, train_acc: 0.3081, val_acc: 0.2723
Epoch 19  : loss: 1.8853, best 0.2819, train_acc: 0.3380, val_acc: 0.2819
Epoch 20  : loss: 1.6003, best 0.2819, train_acc: 0.3441, val_acc: 0.2785
Epoch 21  : loss: 1.9229, best 0.2819, train_acc: 0.3443, val_acc: 0.2585
